model,origin,lang,mode,n_pairs,r_lang,r_en,delta_pp,delta_lo,delta_hi,delta_p,n_more,n_less,n_discordant,direction,direction_lo,direction_hi
qwen3.8-27b,CN,hi,control,192,19.270833333333336,28.645833333333332,-9.374999999999996,-15.624999999999996,-3.1250000000000027,0.0032,9,27,36,-0.5,-0.7727487135506004,-0.19999999999999996
qwen3.8-27b,CN,sw,he,192,7.291666666666667,3.6458333333333335,3.6458333333333335,0.0,7.8125,0.0812,11,4,15,0.4666666666666666,0.0,0.8823529411764707
qwen3.8-27b,CN,sw,de,192,21.354166666666664,16.666666666666664,4.6875,-2.0833333333333313,11.458333333333334,0.1916,27,18,45,0.2,-0.0857453416149067,0.4839170506912435
qwen3.8-27b,CN,sw,pg,192,20.3125,28.645833333333332,-8.333333333333332,-15.104166666666666,-1.5625,0.018,14,30,44,-0.3636363636363636,-0.6364545454545452,-0.07407407407407401
qwen3.8-27b,CN,sw,control,192,15.104166666666666,28.645833333333332,-13.541666666666666,-20.3125,-6.770833333333334,0.0004,10,36,46,-0.5652173913043478,-0.7948717948717948,-0.30434782608695654
qwen3.8-flash,CN,de,he,192,3.125,1.0416666666666665,2.0833333333333335,-0.5208333333333333,4.6875,0.1312,5,1,6,0.6666666666666667,-0.11111111111111116,1.0
qwen3.8-flash,CN,de,de,192,14.583333333333334,13.541666666666666,1.0416666666666685,-3.645833333333333,5.729166666666667,0.7604,11,9,20,0.09999999999999999,-0.33333333333333337,0.5555555555555557
qwen3.8-flash,CN,de,pg,192,30.208333333333332,25.0,5.208333333333331,-0.5208333333333315,10.937500000000004,0.0828,21,11,32,0.31250000000000006,-0.028571428571428543,0.6364801864801849
qwen3.8-flash,CN,de,control,192,25.0,21.875,3.125,-2.083333333333337,8.333333333333334,0.2964,17,11,28,0.21428571428571433,-0.16666666666666669,0.5758373205741615
qwen3.8-flash,CN,fr,he,192,3.125,1.0416666666666665,2.0833333333333335,0.0,4.6875,0.1452,5,1,6,0.6666666666666667,0.0,1.0
qwen3.8-flash,CN,fr,de,192,14.583333333333334,13.541666666666666,1.0416666666666685,-3.6458333333333344,5.742187499999813,0.756,12,10,22,0.09090909090909088,-0.33333333333333337,0.5238095238095237
qwen3.8-flash,CN,fr,pg,192,29.166666666666668,25.0,4.166666666666669,-1.0416666666666685,9.375,0.1532,18,10,28,0.2857142857142857,-0.08333333333333331,0.6296296296296295
qwen3.8-flash,CN,fr,control,192,23.958333333333336,21.875,2.0833333333333344,-3.125,7.291666666666666,0.4696,14,10,24,0.16666666666666669,-0.25,0.5653726708074511
qwen3.8-flash,CN,es,he,192,3.6458333333333335,1.0416666666666665,2.604166666666667,0.0,5.208333333333334,0.072,6,1,7,0.7142857142857143,0.0,1.0
qwen3.8-flash,CN,es,de,192,14.0625,13.541666666666666,0.5208333333333343,-4.166666666666667,5.208333333333334,0.9204,11,10,21,0.047619047619047575,-0.3913043478260869,0.4782608695652174
qwen3.8-flash,CN,es,pg,192,31.770833333333332,25.0,6.770833333333331,1.0416666666666685,12.5,0.0272,23,10,33,0.393939393939394,0.06666666666666661,0.6923076923076923
qwen3.8-flash,CN,es,control,192,21.354166666666664,21.875,-0.5208333333333343,-5.729166666666669,4.6875,0.9104,13,14,27,-0.037037037037037104,-0.42857142857142855,0.35714285714285715
qwen3.8-flash,CN,zh,he,192,4.6875,1.0416666666666665,3.6458333333333335,1.0416666666666665,6.770833333333334,0.012,8,1,9,0.7777777777777777,0.25,1.0
qwen3.8-flash,CN,zh,de,192,14.0625,13.541666666666666,0.5208333333333343,-4.687499999999998,5.729166666666666,0.9416,13,12,25,0.03999999999999997,-0.36000000000000004,0.4375
qwen3.8-flash,CN,zh,pg,192,27.083333333333332,25.0,2.0833333333333313,-3.6458333333333344,7.812500000000003,0.5396,19,15,34,0.1176470588235294,-0.21428571428571433,0.4482758620689656
qwen3.8-flash,CN,zh,control,192,24.479166666666664,21.875,2.6041666666666656,-2.0833333333333344,7.291666666666666,0.3384,13,8,21,0.23809523809523808,-0.2,0.642962184873948
qwen3.8-flash,CN,pt,he,192,2.604166666666667,1.0416666666666665,1.5625,-0.5208333333333334,4.166666666666666,0.2524,4,1,5,0.6000000000000001,-0.3333333333333333,1.0
qwen3.8-flash,CN,pt,de,192,18.229166666666664,13.541666666666666,4.6875,0.0,9.375000000000002,0.0628,16,7,23,0.3913043478260869,0.0,0.7648190045248852
qwen3.8-flash,CN,pt,pg,192,27.083333333333332,25.0,2.0833333333333313,-2.617187499999946,6.770833333333334,0.4728,14,10,24,0.16666666666666669,-0.24137931034482762,0.5555555555555557
qwen3.8-flash,CN,pt,control,192,21.354166666666664,21.875,-0.5208333333333343,-6.249999999999997,5.208333333333334,0.9332,14,15,29,-0.03448275862068962,-0.41935483870967744,0.3529411764705882
qwen3.8-flash,CN,hi,he,192,3.6458333333333335,1.0416666666666665,2.604166666666667,0.0,5.208333333333334,0.0704,6,1,7,0.7142857142857143,0.0,1.0
qwen3.8-flash,CN,hi,de,192,14.0625,13.541666666666666,0.5208333333333343,-4.166666666666666,5.208333333333333,0.9308,11,10,21,0.047619047619047575,-0.38461538461538464,0.47368421052631576
qwen3.8-flash,CN,hi,pg,192,22.395833333333336,25.0,-2.6041666666666656,-8.854166666666666,3.1250000000000027,0.4424,16,21,37,-0.13513513513513517,-0.45454545454545453,0.17948717948717954
qwen3.8-flash,CN,hi,control,192,18.229166666666664,21.875,-3.6458333333333344,-8.854166666666666,1.0416666666666685,0.1804,8,15,23,-0.30434782608695654,-0.6801052631578942,0.11111111111111116
qwen3.8-flash,CN,sw,he,192,3.6458333333333335,1.0416666666666665,2.604166666666667,0.0,5.208333333333334,0.0616,6,1,7,0.7142857142857143,0.0,1.0
qwen3.8-flash,CN,sw,de,192,7.8125,13.541666666666666,-5.729166666666666,-10.416666666666666,-1.0416666666666672,0.022,5,16,21,-0.5238095238095237,-0.8823529411764707,-0.11111111111111116
qwen3.8-flash,CN,sw,pg,192,22.395833333333336,25.0,-2.6041666666666656,-8.854166666666668,3.6458333333333313,0.4256,16,21,37,-0.13513513513513517,-0.4500245098039215,0.1875
qwen3.8-flash,CN,sw,control,192,16.666666666666664,21.875,-5.208333333333334,-9.895833333333334,-0.5208333333333315,0.0432,7,17,24,-0.4166666666666667,-0.7648190045248864,-0.03999999999999997
seed-2-1-turbo,CN,de,he,192,1.0416666666666665,0.5208333333333333,0.5208333333333333,0.0,1.5625,0.7568,1,0,1,1.0,1.0,1.0
seed-2-1-turbo,CN,de,de,192,15.625,11.458333333333332,4.166666666666667,-0.5208333333333328,8.854166666666668,0.094,15,7,22,0.3636363636363636,-0.047619047619047575,0.7499999999999999
seed-2-1-turbo,CN,de,pg,192,21.354166666666664,24.479166666666664,-3.125,-8.333333333333332,1.5625,0.2456,9,15,24,-0.25,-0.6363636363636365,0.14285714285714285
seed-2-1-turbo,CN,de,control,192,8.854166666666668,9.895833333333332,-1.0416666666666656,-6.25,4.166666666666666,0.7704,11,13,24,-0.08333333333333331,-0.49999999999999994,0.33333333333333337
seed-2-1-turbo,CN,fr,he,192,1.5625,0.5208333333333333,1.0416666666666667,0.0,2.604166666666667,0.2724,2,0,2,1.0,1.0,1.0
seed-2-1-turbo,CN,fr,de,192,14.0625,11.458333333333332,2.604166666666667,-2.0833333333333344,7.291666666666667,0.3352,14,9,23,0.2173913043478261,-0.2,0.6153846153846154
seed-2-1-turbo,CN,fr,pg,192,25.0,24.479166666666664,0.5208333333333343,-4.6875,5.729166666666666,0.9344,14,13,27,0.037037037037037104,-0.33333333333333337,0.4166666666666667
seed-2-1-turbo,CN,fr,control,192,9.895833333333332,9.895833333333332,0.0,-4.166666666666666,4.166666666666667,1.0,8,8,16,0.0,-0.5000000000000001,0.5294117647058824
seed-2-1-turbo,CN,es,he,192,1.5625,0.5208333333333333,1.0416666666666667,0.0,2.604166666666667,0.2676,2,0,2,1.0,1.0,1.0
seed-2-1-turbo,CN,es,de,192,12.5,11.458333333333332,1.0416666666666672,-3.1249999999999987,5.208333333333333,0.6936,9,7,16,0.12499999999999996,-0.375,0.6000000000000001
seed-2-1-turbo,CN,es,pg,192,17.708333333333336,24.479166666666664,-6.770833333333331,-11.458333333333334,-2.0833333333333344,0.0036,5,18,23,-0.5652173913043478,-0.8947368421052633,-0.2
seed-2-1-turbo,CN,es,control,192,7.8125,9.895833333333332,-2.083333333333333,-6.25,2.083333333333333,0.3936,6,10,16,-0.25,-0.7272727272727273,0.27272727272727276
seed-2-1-turbo,CN,zh,he,192,6.25,0.5208333333333333,5.729166666666666,2.604166666666667,9.375,0.0,11,0,11,1.0,1.0,1.0
seed-2-1-turbo,CN,zh,de,192,25.0,11.458333333333332,13.541666666666668,7.8125,19.791666666666664,0.0,31,5,36,0.7222222222222223,0.4761904761904763,0.9354838709677418
seed-2-1-turbo,CN,zh,pg,192,37.5,24.479166666666664,13.020833333333334,6.7708333333333375,19.270833333333336,0.0,34,9,43,0.5813953488372093,0.3333333333333333,0.8095238095238094
seed-2-1-turbo,CN,zh,control,192,15.625,9.895833333333332,5.729166666666667,1.0416666666666672,10.416666666666668,0.018,16,5,21,0.5238095238095237,0.12499999999999996,0.8751838235294092
seed-2-1-turbo,CN,pt,he,192,1.0416666666666665,0.5208333333333333,0.5208333333333333,0.0,1.5625,0.74,1,0,1,1.0,1.0,1.0
seed-2-1-turbo,CN,pt,de,192,10.416666666666668,11.458333333333332,-1.0416666666666656,-5.729166666666667,3.6458333333333344,0.7836,10,12,22,-0.09090909090909088,-0.5,0.3333333333333333
seed-2-1-turbo,CN,pt,pg,192,21.354166666666664,24.479166666666664,-3.125,-8.333333333333332,1.5625,0.2524,9,15,24,-0.25,-0.6363636363636365,0.15384615384615388
seed-2-1-turbo,CN,pt,control,192,10.416666666666668,9.895833333333332,0.5208333333333343,-3.645833333333333,4.687499999999998,0.8948,8,7,15,0.06666666666666661,-0.4548484848484835,0.6
seed-2-1-turbo,CN,hi,he,192,2.604166666666667,0.5208333333333333,2.0833333333333335,0.5208333333333333,4.166666666666666,0.0312,4,0,4,1.0,1.0,1.0
seed-2-1-turbo,CN,hi,de,192,21.875,11.458333333333332,10.416666666666668,5.208333333333333,15.625,0.0,25,5,30,0.6666666666666667,0.38461538461538464,0.9199999999999999
seed-2-1-turbo,CN,hi,pg,192,28.125,24.479166666666664,3.6458333333333344,-1.5625,8.854166666666666,0.1784,16,9,25,0.28,-0.1111111111111111,0.6521739130434783
seed-2-1-turbo,CN,hi,control,192,13.541666666666666,9.895833333333332,3.645833333333333,-1.5625000000000013,8.854166666666668,0.2144,17,10,27,0.2592592592592593,-0.1304347826086956,0.625
seed-2-1-turbo,CN,sw,he,192,2.083333333333333,0.5208333333333333,1.5625,0.0,3.645833333333333,0.0928,3,0,3,1.0,1.0,1.0
seed-2-1-turbo,CN,sw,de,192,8.854166666666668,11.458333333333332,-2.6041666666666656,-7.291666666666669,2.6041666666666656,0.3568,10,15,25,-0.19999999999999996,-0.5652173913043478,0.18781249999999544
seed-2-1-turbo,CN,sw,pg,192,16.666666666666664,24.479166666666664,-7.8125,-13.541666666666666,-2.0833333333333344,0.0064,9,24,33,-0.45454545454545453,-0.7499999999999999,-0.14285714285714288
seed-2-1-turbo,CN,sw,control,192,13.020833333333334,9.895833333333332,3.1250000000000013,-2.604166666666667,8.854166666666668,0.3208,19,13,32,0.1875,-0.16666666666666666,0.5294117647058824
